id_resacc;id_organisation  ;id_projet;id_ben;id_owner;date_creation;id_modifier ;date_last_modified;nom_commercial  ;activite_principale;raison_sociale;type_adresse  ;adresse_ligne_1;adresse_ligne_2;adresse_ligne_3;cp_resacc;ville_resacc;region_resacc;pays_resacc;date_immat;date_debut_activite;forme_juridique;siret;code_naf;secteur_activite;dirigeant ;implantation;regime_imposition;regime_tva;regime_fiscal;regime_social_dirigeant;statut_resacc
1796;0;1993;12151;1023;1277762400;1023;1277762400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1797;0;1994;12163;1003;1277848800;1003;1283240882;?;Coiffure à domicile;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1798;0;1995;12164;1003;1277848800;1003;1282745373;THOMASSIN BRUNO LUCIEN ANDRE;Entrerprise d\'électricité;THOMASSIN BRUNO LUCIEN ANDRE;Siège;70 Avenue de la Plage;;;80120;Quend;Picardie;France;1280613600;1280613600;Entreprise individuelle;524 062 213;;Production et distribution d'électricité, de gaz, de vapeur et d;Le beneficiaire;;;;;;Cree
1799;0;1996;12174;1031;1278194400;1031;1278194400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1800;0;1997;12175;1003;1278194400;1003;1293631029;?;Vente de vêtements et accessoires pour enfants;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
1801;0;1998;12181;1025;1278406800;1025;1278406800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1802;0;1999;12183;1031;1278367200;1031;1278367200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1803;0;2000;12184;1031;1278367200;1031;1278367200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1804;0;2001;12173;1035;1278194400;1035;1278194400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1805;0;2002;12172;1019;1278194400;1019;1278194400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1806;0;2003;12176;1003;1278194400;1003;1293630814;?;Salon de coiffure afro;;;;;;;;;;0;0;;;;;;;;;;;En cours
1807;0;2004;12177;1003;1278280800;1003;1293630705;?;import export;;;;;;;;;;0;0;;;;;;;;;;;En cours
1808;0;2005;12178;1003;1278280800;1003;1293630503;?;Recyclage de vélos;;;;;;;;;;0;0;;;;;;;;;;;En cours
1809;0;2006;12182;1025;1278367200;1025;1278367200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1810;0;2007;12180;1025;1278367200;1025;1278367200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1811;0;2009;12185;1003;1278367200;1003;1278367200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1812;0;2010;12193;1028;1278799200;1028;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1813;0;2011;12195;1025;1278799200;1025;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1814;0;2012;12196;1025;1278799200;1001;1294150169;Sixty Nine District;;Poully Sylvain;Siège;11 Avenue du Général De Gaulle;;;93110;ROSNY SOUS BOIS;IDF;FRANCE;1291158000;1291158000;Entreprise individuelle;52877712100013;74.9;Activités spécialisées, scientifiques et techniques;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Franchise en base;Franchise de base;Co-gérant non salarié;Cree
1815;0;2013;12197;1019;1278799200;1019;1288786074;LAGOBOIS;Travaux de menuiserie bois et pvc;LAGOBOIS;Siège;8 Rue Alfred de Musset;;;94120;FONTENAY SOUS BOIS;;;945730800;1285884000;EURL;52495411200016;;Construction;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;;Réel simplifié;;Cree
1816;0;2014;12198;1019;1278799200;1019;1294042589;BALOU TRANSPORTS;Transports routiers de fret de proximité;BALOU TRANSPORTS;Siège;8 Rue Pierre Brossolette;;;94270;LE KREMLIN BICETRE;;;946508400;946508400;SARL;52925253800010;4941B;Transports et entreposage;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Réel simplifié;Réel simplifié;Co-gérant non salarié;Cree
1817;0;2015;12201;1031;1278799200;1031;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1818;0;2018;12202;1003;1278799200;1003;1301488597;?;boutique de bijoux fantaisie;;;;;;;;;;0;0;SARL;;;;Le beneficiaire;;;;;;En cours
1819;0;2019;12199;1035;1278799200;1035;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1820;0;2020;12200;1035;1278799200;1035;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1821;0;2021;12194;1028;1278799200;1028;1278799200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1822;0;2022;12204;1019;1278972000;1019;1284544959;RIBEIRO DOS SANTOS Luis;Formateur;RIBEIRO DOS SANTOS Luis;Siège;188 Rue Pierre Brossolette;;;93160;NOISY LE GRAND;;;1275343200;1275343200;Entreprise individuelle;;;Enseignement;Le beneficiaire;Domicile du gérant;;;;;Cree
1823;0;2023;12205;1019;1278972000;1019;1278972000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1824;0;2024;12206;1031;1278972000;1031;1278972000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1825;0;2025;12221;1028;1279317600;1028;1279317600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1826;0;2026;12220;1028;1279317600;1028;1279317600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1827;0;2027;12219;1028;1279317600;1028;1279317600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1828;0;2028;12226;1025;1279404000;1025;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1829;0;2029;12225;1025;1279404000;1025;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1830;0;2030;12227;1035;1279404000;1035;1294752988;?;;;;;;;;;;;0;0;;;;;;;;;;;Annulee
1831;0;2032;12230;1028;1279404000;1028;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1832;0;2033;12228;1028;1279404000;1028;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1833;0;2034;12229;1028;1279404000;1039;1291288052;?;IMPORT EXPORT DE VEHICULES OCCASION ET PIECES DETACHEES;;;;;;;;;;0;0;;;45.11Z;;;;;;;;En cours
1834;0;2035;12231;1003;1279404000;1003;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1835;0;2036;12232;1003;1279404000;1003;1293630316;?;Vente de produits cosmétiques;;;;;;;;;;0;0;;;;;;;;;;;En cours
1836;0;2037;12234;1003;1279404000;1003;1279404000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1837;0;2038;12233;1003;1279404000;1003;1301486392;?;Réparation automobile;;;;;;;;;;0;0;Entreprise individuelle;;;;Le beneficiaire;;;;;;En cours
1838;0;2039;12235;1003;1279404000;1003;1293629916;?;Maintenance et petits travaux d'électricité;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
1839;0;2040;12236;1028;1279490400;1028;1279490400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1840;0;2042;12238;1031;1279490400;1031;1279490400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1841;0;2043;12250;1031;1279490400;1031;1279490400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1842;0;2044;12237;1031;1279490400;1031;1279490400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1843;0;2045;12257;1028;1279576800;1028;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1844;0;2046;12258;1028;1279576800;1028;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1845;0;2047;12245;1028;1279576800;1035;1294753725;EASY FAST CONSEIL;Conseil pour les affaires et autres conseils de gestion;EASY FAST CONSEIL;Siège;79 RUE DE NOISY LE SEC;;;93260;LES LILAS;IDF;FRANCE;1285884000;1285884000;Entreprise individuelle;527 964 472 00015;7022Z;Hébergement et restauration;Le beneficiaire;Domicile du gérant;;;;;Cree
1846;0;2048;12247;1028;1279576800;1028;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1847;0;2049;12246;1028;1279576800;1028;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1848;0;2050;12242;1003;1279576800;1003;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1849;0;2051;12248;1003;1279576800;1003;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1850;0;2052;12241;1003;1279576800;1003;1279576800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1851;0;2053;12270;1025;1280008800;1025;1280008800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1852;0;2054;12268;1025;1280008800;1025;1280008800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1853;0;2055;12269;1025;1280008800;1025;1280008800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1854;0;2057;12271;1035;1280008800;1035;1302700835;FARKAM;Commerce de détail d\\\\\\\'habillement en magasin spécialisé;FARKAM - capital de 4 000 euros;Siège;192 Rue des Bourguignons;;;92600;ASNIERES SUR SEINE;IDF;FRANCE;946594800;0;SARL;53139934300015;4771Z;Commerce de détail, réparation;Le beneficiaire;Local commercial;;;;;Cree
1855;0;2058;12277;1019;1280095200;1019;1280095200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1856;0;2059;12278;1019;1280095200;1019;1280095200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1857;0;2060;12280;1019;1280095200;1019;1304684876;A DEFINIR;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1858;0;2061;12279;1019;1280095200;1019;1280095200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1859;0;2062;12281;1031;1280095200;1031;1292586881;?;Travaux de peinture;Mebdoua El Hachemi;Siège;10 all. du docteur Dupuytren;;;93600;AULNAY SOUS BOIS;IDF;FRANCE;1285884000;1285884000;Entreprise individuelle;50373210900023;43.34Z;Autres activités de services;Le beneficiaire;Domicile du gérant;;;Franchise de base;;Cree
1860;0;2063;12282;1031;1280095200;1031;1280095200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1861;0;2064;12283;1031;1280095200;1031;1280095200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1862;0;2065;12313;1019;1280268000;1019;1304683914;SO LIBERTY\\\\\\\\\\\\\\\'S;Commerce de gros (commerce interentreprises) de parfumerie et de;EURL SHANA GOMES;Siège;21 Rue Westermeyer;;;94200;IVRY SUR SEINE;;;945558000;945558000;EURL;52758391800018;4645Z;Commerce de détail, réparation;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;Réel simplifié;Réel simplifié;Gérant majoritaire non salarié;Cree
1863;0;2066;12312;1019;1280268000;1019;1280268000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1864;0;2067;12314;1019;1280268000;1019;1284545250;HENIN David;Entreprise d'hygiène et de salubrité;;Siège;Chez Briquet Linda 20 rue des jardins;;;94550;Chevilly Larue;;;1280613600;1280613600;Entreprise individuelle;;;Autres activités de services;Le beneficiaire;Domicile du gérant;;;;;Cree
1865;0;2068;12323;1019;1280527200;1019;1280527200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1866;0;2069;12324;1035;1280527200;1035;1280527200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1867;0;2070;12336;1025;1280613600;1025;1280613600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1868;0;2071;12339;1035;1280613600;1035;1280613600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1869;0;2072;12341;1010;1280613600;1010;1280613600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1870;0;2073;12340;1010;1280613600;1010;1280613600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1871;0;2074;12342;1031;1280613600;1031;1292593728;?;Peinture et travaux de rénovation;Kervenson Emile;Siège;65 av. Edouard Vaillant;;;93000;BOBIGNY;IDF;FRANCE;1285884000;1285884000;Entreprise individuelle;52484769600019;43.34Z;Autres activités de services;Le beneficiaire;Domicile du gérant;;;Franchise de base;;Cree
1872;0;2075;12362;1025;1280700000;1025;1280700000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1873;0;2076;12363;1019;1280700000;1019;1280700000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1874;0;2077;12364;1035;1280700000;1035;1280700000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1875;0;2078;12366;1031;1280700000;1031;1280700000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1876;0;2079;12365;1031;1280700000;1031;1280700000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1877;0;2080;12373;1031;1280786400;1031;1302619789;;Spectacles d\\\'animaux;Lamberty Michel Pierre;Siège;77 B rue de Romainville;;;93130;NOISY LE SEC;IDF;FRANCE;1283292000;1283292000;Entreprise individuelle;44965044900027;93.21Z;Arts, spectacles et activités récréatives;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Franchise en base;Franchise de base;;Cree
1878;0;2081;12410;1025;1281100170;1025;1281103816;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1879;0;2082;12411;0;0;0;0;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1880;0;2083;12412;0;0;0;0;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1881;0;2084;12413;0;0;0;0;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1882;0;2085;12414;0;0;1031;1291816334;?;Personnalisation d'objets et textiles;Spot Design;Siège;2 Rue de Cerveteri;;;93190;LIVRY GARGAN;IDF;FRANCE;1288652400;1288652400;SARL;52797423200011;46.90Z;Commerce de gros, intermédiaire;Le beneficiaire;Domicile du gérant;;;Réel normal;;Cree
1883;0;2086;12417;13;1281342046;1003;1300459755;...;coursier multiservices;;Siège;65 rue Charle Schmidt;;;93400;ST OUEN;IDF;FRANCE;-3600;-3600;Entreprise individuelle;;;Transports et entreposage;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;;;;En cours
1884;0;2087;12419;13;1281342225;13;1281342225;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1885;0;2088;12421;13;1281342293;1003;1283178425;...;Nettoyage de vêtements et tissus africains;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1886;0;2089;12423;1033;1281379790;1033;1281379790;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1887;0;2090;12424;13;1281433586;13;1281433586;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1888;0;2091;12426;13;1281433654;13;1281433654;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1889;0;2092;12428;13;1281433719;1003;1301394472;MOUSSOT CHRISTINE NOELLE;Atelier de chants;MOUSSOT CHRISTINE NOELLE;Siège;120 AV SAINT EXUPERY;;;92160;ANTONY;IDF;FRANCE;1288566000;1288566000;Entreprise individuelle;52871747300011;85.52Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;;;Cree
1890;0;2094;12431;13;1281517935;13;1281517935;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1891;0;2095;12433;13;1281518055;1031;1292593983;LA MANE CACHEE;Vente de produits alimentaires et cosmétiques;LA MANE CACHEE;Siège;4 résidence du bois Barmont;;;93390;Clichy sous Bois;IDF;FRANCE;1280613600;1280613600;EURL;523851079;;Commerce de détail, réparation;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;;;Gérant minoritaire salarié;Cree
1892;0;2096;12435;13;1281602930;13;1281602930;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1893;0;2097;12437;13;1281603011;13;1281603011;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1894;0;2098;12439;13;1281603124;0;1283857618;...;organisation de soirées privées;;;;;;;;;;0;0;;;;;;;;;;;En cours
1895;0;2099;12441;13;1281603194;13;1281603194;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1896;0;2100;12443;13;1281603269;13;1281603269;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1897;0;2101;12445;10;1281697241;10;1281697241;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1898;0;2102;12446;13;1281698456;13;1281698456;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1899;0;2103;12448;13;1281698570;1035;1304346420;VENTE-GRIFFEE.COM;Vente à distance sur catalogue général;;Siège;10 Rue Ferrer;;;93200;ST DENIS;IDF;FRANCE;944175600;0;EURL;52807916300010;4791A;;Le beneficiaire;;;;;;Cree
1900;0;2104;12450;13;1281698641;13;1281698641;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1901;0;2105;12452;13;1281698763;13;1281698763;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1902;0;2106;12454;13;1281698833;13;1281698833;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1903;0;2107;12459;1023;1281950917;1041;1300716280;...;Vente de pièces détachées pour automobile.;;;;;;;;;;1117663200;0;Entreprise individuelle;;;;Le beneficiaire;;Impôt sur le Revenu;;;;Cree
1904;0;2108;12460;1033;1281961710;1033;1281961710;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1905;0;2109;12461;10;1281961822;10;1281961822;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1906;0;2110;12462;1001;1281968075;1019;1297938585;...;;;;;;;;;;;1297378800;1297378800;;;;;;;;;;;Cree
1907;0;2111;12463;1001;1281969837;1001;1281969837;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1908;0;2112;12464;1001;1281970360;1001;1281970360;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1909;0;2113;12465;10;1281980700;10;1281980700;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1910;0;2114;12466;1001;1282032133;1001;1282032133;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1911;0;2115;12467;13;1282033131;13;1282033131;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1912;0;2116;12469;13;1282033287;13;1282033287;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1913;0;2117;12471;13;1282033399;13;1282033399;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1914;0;2118;12473;13;1282033522;1010;1282560686;...;Café à thème (Manga);;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1915;0;2119;12474;13;1282033639;1003;1283151175;...;peinture décoration dans le bâtiment;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1916;0;2120;12476;13;1282033698;1003;1283151871;...;artisan taxi;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1917;0;2121;12478;13;1282033768;13;1282033768;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1918;0;2122;12480;13;1282033843;13;1282033843;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1919;0;2123;12482;1001;1282033934;1001;1282033934;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1920;0;2124;10590;10;1282034695;1019;1299664274;AIS PRO SERVICES;Société de nettoyage;;Siège;66 buis avenue Chandon;;;92230;Gennevilliers;;;1269298800;1269298800;EURL;51214272900016;;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;Franchise de base;Gérant majoritaire non salarié;Cree
1921;0;2125;9422;10;1282035016;10;1282035016;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1922;0;2126;12483;1001;1282035111;1001;1282035111;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1923;0;2127;12484;10;1282035253;10;1282035253;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1924;0;2128;12485;1001;1282035360;1001;1282035360;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1925;0;2129;12486;1001;1282035871;1001;1282035871;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1927;0;2131;12488;1001;1282038019;1001;1282038019;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1928;0;2132;11264;1001;1282038710;1001;1282038710;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1929;0;2133;12489;1001;1282038960;1028;1295535879;...LINDA BAZZI;LB CONSEILS BAT;;Siège;A 2 A 4 2 RUE LACEPEDE;;;93800;EPINAY SUR SEINE;IDF;FRANCE;0;0;Entreprise individuelle;511 632 994 00014;7022Z;Activités financières et d'assurance;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;;;;En cours
1930;0;2134;12490;1001;1282039353;10;1290431074;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1931;0;2135;12491;1001;1282040901;1001;1282040901;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1932;0;2136;9376;10;1282045323;10;1282045323;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1933;0;2137;8902;10;1282047268;10;1282317859;ENTREPRISE BADANI;BOULANGERIE, PATISSERIE, CONFISERIE, GLACES;ENTREPRISE BADANI;Siège;5 rue de Gisors;;;95750;CHARS;IDF;France;1257807600;1257030000;Entreprise individuelle;51804587700017;;Commerce - réparation d'automobiles et de motocycles;Le beneficiaire;;;;Réel simplifié;;Cree
1934;0;2138;12492;1001;1282047854;1001;1282047854;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1935;0;2139;12493;1001;1282048343;1019;1284537974;BERRISSOUL Omar;Entreprise de transport < 3,5t;BERRISSOUL Omar;Siège;103 avenue des Gresillons;;;92230;GENNEVILLIERS;;;1272664800;1272664800;Entreprise individuelle;52195017000014;;Transports et entreposage;Le beneficiaire;Domicile du gérant;;;;;Cree
1936;0;2140;9664;10;1282048761;10;1282048812;...;E-commerce PAP enfants;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1937;0;2141;9777;10;1282049491;10;1282049540;...;commerce de meubles;;;;;;93120;LA COURNEUVE;IDF;France;-3600;-3600;;;;;;;;;;;En cours
1938;0;2142;12494;1001;1282052531;1001;1282052531;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1939;0;2143;12495;1001;1282053597;1031;1292594240;...;Travaux d'étanchéification;Bouteleux Jean-Christophe;Siège;10 rue Emmanuel Mounier;;;93420;VILLEPINTE;IDF;FRANCE;1275343200;1275343200;Entreprise individuelle;52250819100015;43.99A;Construction;Le beneficiaire;Domicile du gérant;;;Franchise de base;;Cree
1940;0;2144;12496;1001;1282054350;1001;1282054350;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1941;0;2145;12497;1001;1282055323;1001;1282055323;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1942;0;2146;12498;1001;1282055994;1001;1282055994;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1943;0;2147;9436;10;1282060729;10;1282060729;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1944;0;2148;12499;10;1282071489;10;1282071588;...;Installation et entretien de chaudière, plomberie;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1945;0;2149;12500;10;1282091746;10;1282091746;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1946;0;2150;9512;10;1282092400;10;1282092400;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1947;0;2151;12501;10;1282122244;10;1282122767;E-VOISINS;Traitement de données, hébergement et activités connexes;E-VOISINS;Siège;2 Avenue Aristide Briand;;;92220;BAGNEUX;IDF;France;1261609200;1261609200;SARL;51896741900012;;Activités spécialisées, scientifiques et techniques;Le beneficiaire;;;;Réel simplifié;;Cree
1948;0;2152;12502;1011;1282122494;1011;1282122494;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1949;0;2153;9758;10;1282122954;10;1282122954;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1950;0;2154;12503;1011;1282123006;1011;1282123006;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1951;0;2155;12504;1011;1282123449;1011;1282123449;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1952;0;2156;12505;1001;1282124461;1001;1282124461;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1953;0;2157;12506;1001;1282124837;1031;1291814684;?;Atelier de réparation automobile;Garage - Service Meca - Auto;Siège;4 Avenue Paul Vaillant Couturier;;;93150;LE BLANC MESNIL;IDF;FRANCE;1275775200;1275429600;SARL;5228 95 895 00012;0000Z;Commerce de détail, réparation;Le beneficiaire;Local commercial;;;Réel normal;;Cree
1954;0;2158;12507;1011;1282125491;1003;1291029861;STEIDTE Hans Juergen;Production de films institutionnels et publicitaires;STEIDTE Hans Juergen;Siège;123 avenue de la division Leclerc;;;93350;LE BOURGET;IDF;France;1280613600;1280613600;Entreprise individuelle;523 696 086;59.11B;Autres activités de services;Le beneficiaire;;;;;;Cree
1955;0;2159;12508;1001;1282125608;1001;1282125608;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1956;0;2160;10716;10;1282126010;10;1282126797;DURAND CHRISTIAN;FORMATEUR OCCASIONNEL;DURAND CHRISTIAN;Siège;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
1957;0;2161;12509;1001;1282126140;1001;1282126140;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1958;0;2162;12510;1001;1282126501;1001;1282126501;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1959;0;2163;12511;1011;1282127033;1011;1282127033;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1960;0;2164;12512;10;1282127211;10;1282127211;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1961;0;2165;9860;10;1282127879;10;1282127879;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1962;0;2166;9391;10;1282129055;10;1282129055;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1963;0;2167;12513;10;1282132900;10;1282132900;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1964;0;2168;12514;1011;1282138613;1011;1282138613;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1965;0;2169;12515;1011;1282139567;1003;1282743929;AU MARCHE DE MITRY MORY;Alimentation générale;AU MARCHE DE MITRY MORY;Siège;1 rue Paul Gauguin;;;77290;MITRY MORY;IDF;France;1271714400;1274220000;SARL;521 855 403;;Commerce - réparation d'automobiles et de motocycles;Le beneficiaire;;;;;;Cree
1966;0;2170;11690;1011;1282141335;1003;1295344295;LAWSON DEKPLOKOU ANANI GEORGES;Couture retouche;LAWSON DEKPLOKOU ANANI GEORGES;Siège;3 Allée des Myosotis;;;93200;SAINT DENIS;IDF;France;1270072800;1270072800;Entreprise individuelle;521 609 453 00019;1413Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;;;Cree
1967;0;2171;12516;1001;1282141740;1001;1282141740;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1968;0;2172;12517;1001;1282142834;1001;1282142834;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1969;0;2173;12518;1001;1282143383;1001;1282143383;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1970;0;2174;12519;1011;1282143457;1031;1302619831;;animations, évenementiels;Renaud Jerome;Siège;11 B rue Graffan;;;93190;LIVRY GARGAN;IDF;FRANCE;1271282400;1271282400;Entreprise individuelle;52273424300010;93.29Z;Arts, spectacles et activités récréatives;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Franchise en base;Franchise de base;;Cree
1971;0;2175;12520;1001;1282144125;1001;1282144125;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1972;0;2176;12521;1001;1282144447;1001;1282144447;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
1973;0;2177;12522;1001;1282144950;1001;1282144950;...;;;;;;;;;;;0;0;;;;;;;;;;;En cours
