id_resacc;id_organisation  ;id_projet;id_ben;id_owner;date_creation;id_modifier ;date_last_modified;nom_commercial  ;activite_principale;raison_sociale;type_adresse  ;adresse_ligne_1;adresse_ligne_2;adresse_ligne_3;cp_resacc;ville_resacc;region_resacc;pays_resacc;date_immat;date_debut_activite;forme_juridique;siret;code_naf;secteur_activite;dirigeant ;implantation;regime_imposition;regime_tva;regime_fiscal;regime_social_dirigeant;statut_resacc
643;0;731;10291;1003;1254787200;1003;1293808517;?;Sandwicherie;;;;;;;;;;0;0;;;;;;;;;;;En cours
644;0;732;10293;1003;1254787200;1003;1293808614;?;Revêtement sols et murs;;;;;;;;;;0;0;;;;;;;;;;;En cours
645;0;733;10294;1023;1254787200;1031;1291821084;?;Commerce de détail sur les marché;Flaux Taki Catherine;Siège;75 av. Voltaire;;;93190;LIVRY GARGAN;IDF;FRANCE;1257721200;1257721200;Entreprise individuelle;51808428000016;47.89Z;Commerce de détail, réparation;Le beneficiaire;Domicile du gérant;;;Franchise de base;;Cree
646;0;734;10295;1023;1254787200;1023;1254787200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
647;0;735;10290;1023;1254787200;1023;1254787200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
648;0;736;10300;1003;1254873600;1003;1293807689;?;Spectacle vivant;;;;;;;;;;0;0;;;;;;;;;;;En cours
649;0;737;10298;1019;1254873600;1019;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
650;0;738;10299;1019;1254873600;1019;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
651;0;739;10311;1003;1254873600;10;1282043364;?;Transport de marchandises de moins de 3T5;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
652;0;740;10307;1003;1254873600;1003;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
653;0;741;10306;1003;1254873600;1003;1293808096;PF5-CONSULTING;Conseil pour les affaires et autres conseils de gestion;PF5-CONSULTING;Siège;64 Avenue Roger Salengro;;;93420;VILLEPINTE;IDF;FRANCE;1258585200;1258585200;EURL;51820658600019;70.22Z;Autres activités de services;Le beneficiaire;Domicile du gérant;;;;;Cree
654;0;742;10310;1003;1254873600;1003;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
655;0;743;10312;1003;1254873600;1003;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
656;0;744;10308;1003;1254873600;1003;1293808281;?;Atelier confection cuir et fourrure;;;;;;;;;;0;0;;;;;;;;;;;En cours
657;0;745;10309;1003;1254873600;1003;1293807895;?;Transport de marchandises;TRANSMADRAS;Siège;98 Avenue Gabriel Peri;;;95500;GONESSE;IDF;FRANCE;1263423600;1263423600;EURL;51942694400012;49.41B;Transports et entreposage;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;;;;Cree
658;0;746;10095;1023;1254873600;1023;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
659;0;747;10304;1023;1254873600;1023;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
660;0;748;10302;1023;1254873600;1023;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
661;0;749;10301;1023;1254873600;1023;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
662;0;750;10303;1023;1254873600;1023;1254873600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
663;0;751;10313;1025;1255132800;1025;1255132800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
664;0;752;10314;1025;1255132800;1025;1255132800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
665;0;753;10318;1019;1255219200;1019;1255219200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
666;0;755;10321;1019;1255305600;1019;1255305600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
667;0;756;10323;1025;1255305600;1025;1255305600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
668;0;757;10322;1025;1255305600;1025;1255305600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
669;0;759;10335;1025;1255392000;1025;1255392000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
670;0;760;10336;1025;1255392000;1025;1255392000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
671;0;761;10332;1019;1255392000;10;1282060619;?;Transport de personnes à mobilité réduite (PMR);;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
672;0;762;10333;1003;1255392000;1003;1293807535;?;Entreprise dans le spectacle;;;;;;;;;;0;0;;;;;;;;;;;En cours
673;0;763;10334;1003;1255392000;1003;1255392000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
674;0;764;10330;1027;1255392000;1027;1255392000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
675;0;765;10331;1027;1255392000;1031;1292594138;?;conseils en communication;Gnaglom Essi;Ets secondaire;9 rue Rabelais;;;93140;BONDY;IDF;FRANCE;1260831600;1260831600;Entreprise individuelle;51888415000013;70.21Z;Autres activités de services;Le beneficiaire;Domicile du gérant;;Micro-entreprise;Franchise de base;;Cree
676;0;766;10337;1003;1255478400;1003;1293807326;?;Édition dans le spectacle vivant;;;;;;;;;;0;0;;;;;;;;;;;En cours
677;0;767;10338;1003;1255478400;1003;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
678;0;768;10339;1003;1255478400;1003;1293806371;?;PAP et lingerie féminine;;;;;;;;;;0;0;;;;;;;;;;;En cours
679;0;769;10342;1027;1255478400;1027;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
680;0;770;10344;1027;1255478400;1027;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
681;0;771;10340;1027;1255478400;1027;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
682;0;772;10341;1027;1255478400;1027;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
683;0;773;10343;1027;1255478400;1027;1255478400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
684;0;775;10349;10;1255737600;10;1255737600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
685;0;776;10183;1019;1255737600;1019;1255737600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
686;0;777;10350;1025;1255737600;1025;1255737600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
687;0;778;10353;1003;1255737600;1003;1255737600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
688;0;779;10352;1003;1255737600;1003;1291736520;DANCOISNE CHRISTOPHE BENOIT;construction de maisons individuelles;DANCOISNE CHRISTOPHE BENOIT;Siège;67 BD ORNANO;;;93200;ST DENIS;IDF;FRANCE;1275343200;1275343200;Entreprise individuelle;52317364900014;41.20A;;Le beneficiaire;Domicile du gérant;;;;;Cree
689;0;780;10354;1003;1255737600;1003;1293807192;FRANCINE ET GISELE;Fabrication d'articles de voyage, de maroquinerie et de sellerie;EMI DESIGN;Siège;22 Boulevard Jules Guesde;;;93200;ST DENIS;IDF;FRANCE;1254693600;1254693600;SARL;51523066200022;15.12Z;;Le beneficiaire;Domicile du gérant;;;;;Cree
690;0;781;10351;1003;1255737600;1003;1255737600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
691;0;782;10363;1025;1255824000;1025;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
692;0;783;10361;1025;1255824000;1025;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
693;0;784;10362;1025;1255824000;1025;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
694;0;785;10364;1025;1255824000;1025;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
695;0;786;10356;1019;1255824000;1019;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
696;0;787;10358;1019;1255824000;1019;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
697;0;788;10357;1019;1255824000;1019;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
698;0;789;10355;1027;1255824000;1027;1255824000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
699;0;790;10368;10;1255910400;10;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
700;0;792;10366;1019;1255910400;1019;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
701;0;793;10367;1019;1255910400;1019;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
702;0;794;9563;1003;1255910400;1003;1293806962;?;Laboratoire de prothésiste dentaire;;;;;;;;;;0;0;SARL;;;;;;;;;;En cours
703;0;795;10370;1027;1255910400;1027;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
704;0;796;10371;1027;1255910400;1027;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
705;0;797;10369;1027;1255910400;1027;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
706;0;798;10372;1027;1255910400;1027;1255910400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
707;0;799;10374;1019;1255996800;1019;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
708;0;800;10375;1019;1255996800;1019;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
709;0;801;10373;1019;1255996800;1019;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
710;0;803;10376;1019;1255996800;1019;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
711;0;805;10378;1003;1255996800;1003;1293805965;B.E.T EOLE;Ingénierie, études techniques;B.E.T EOLE;Siège;84 Rue de Crimee;;;75019;PARIS 19EME ARRONDISSEMENT;IDF;FRANCE;1263942000;1263942000;SARL;51955509800010;71.12B;;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;;;;Cree
712;0;806;10379;1003;1255996800;1003;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
713;0;807;10377;1003;1255996800;1003;1293806328;?;PAP et lingerie féminine;;;;;;;;;;0;0;;;;;;;;;;;En cours
714;0;808;10380;1003;1255996800;1003;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
715;0;809;10381;1027;1255996800;1027;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
716;0;810;10382;1027;1255996800;1027;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
717;0;811;10383;1027;1255996800;1027;1255996800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
718;0;812;10384;1019;1256083200;1019;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
719;0;813;10387;1019;1256083200;1019;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
720;0;814;10386;1019;1256083200;1019;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
721;0;816;10385;1019;1256083200;1019;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
722;0;817;10388;1003;1256083200;1003;1293805355;ESSERTEL SOPHIE;Fabrication de vêtements de dessus;ESSERTEL SOPHIE;Siège;36 bis rue Hoche;;;93500;PANTIN;IDF;FRANCE;1259622000;1259622000;Entreprise individuelle;51837022600012;14.13Z;;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;;;;Cree
723;0;818;10390;1003;1256083200;1003;1293805710;?;ZIANE MEHDI BARA;;Siège;17 RUE VASCO DE GAMA;;;75015;PARIS 15EME ARRONDISSEMENT;IDF;FRANCE;1235862000;1235862000;Entreprise individuelle;Production de films et de programmes pour la télévision;59.11A;Autres activités de services;Le beneficiaire;Domiciliation;Impôt sur le Revenu;Micro-entreprise;;;Cree
724;0;819;10391;1003;1256083200;1003;1293805128;?;Vente ambulante de fruits et légumes;;;;;;;;;;0;0;;;;;;;;;;;En cours
725;0;820;10392;1003;1256083200;1003;1295344853;MENDES EMILIE;conseil en image;MENDES EMILIE;Siège;5 rue Louis Dessard;;;95120;ERMONT;IDF;France;1259622000;1259622000;Entreprise individuelle;518 892 948 00010;9609Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;;;Cree
726;0;821;10389;1003;1256083200;1003;1293805481;?;Salon de thé;;;;;;;;;;0;0;EURL;;;;;;;;;;En cours
727;0;822;10399;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
728;0;823;10396;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
729;0;824;10395;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
730;0;825;10397;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
731;0;826;10400;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
732;0;827;10394;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
733;0;828;10398;1027;1256083200;1027;1256083200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
734;0;829;10403;1027;1256342400;1027;1256342400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
735;0;831;10406;10;1256428800;10;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
736;0;832;10407;10;1256428800;10;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
737;0;833;10409;1019;1256428800;1019;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
738;0;834;10408;1019;1256428800;1019;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
739;0;835;10405;1019;1256428800;1019;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
740;0;836;10410;1025;1256428800;1025;1256428800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
741;0;837;10411;1003;1256515200;1003;1293804359;?;Restauration rapide;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
742;0;838;10412;1025;1256515200;1025;1256515200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
743;0;839;10418;1019;1256515200;1019;1256515200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
744;0;840;10417;1019;1256515200;1019;1256515200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
745;0;841;10416;1003;1256515200;1003;1293803717;?;Ventes de livres d'occasion vers l'Afrique;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
746;0;842;10415;1003;1256515200;1003;1293804771;?;Commerce de détail de viandes et de produits à base de viande en;;Siège;191 Avenue Elisee Reclus;;;93380;PIERREFITTE SUR SEINE;IDF;FRANCE;1279749600;1279749600;SARL;52390642800017;47.22Z;Commerce de détail, réparation;Le beneficiaire;Local commercial;Impôt sur les sociétés;;;;Cree
747;0;843;10420;1003;1256515200;1003;1293804206;?;Publicité sur les boîtes à pizza;;;;;;;;;;0;0;;;;;;;;;;;En cours
748;0;844;10421;1003;1256515200;1003;1293804069;?;entreprise d'électricité;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
749;0;845;10419;1003;1256515200;1003;1293803198;PYRAMIDE VERTE;Travaux de peinture et vitrerie;PYRAMIDE VERTE;Siège;5 rue Maurice Audin;;;93200;ST DENIS;IDF;FRANCE;1259794800;1259794800;SARL;51857133600016;43.34Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;;;;Cree
750;0;846;10422;1027;1256515200;1027;1256515200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
751;0;847;10432;1025;1256601600;1025;1256601600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
752;0;848;10431;1025;1256601600;1025;1256601600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
753;0;849;10433;1025;1256601600;1025;1256601600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
754;0;851;10429;1027;1256601600;1031;1291818216;;nettoyage courant des bâtiments;KRJ NETTOYAGE ET MULTISERVICES;;22 route de flandre;;;95500;Bonneuil en france;IDF;;0;1264978800;SARL;519531677;81.21Z;Activités des ménages en tant qu'employeurs;Le beneficiaire;Domiciliation;;;Réel normal;;Cree
755;0;852;10430;1019;1256601600;1019;1256601600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
756;0;853;10440;1003;1256688000;1003;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
757;0;854;10439;1003;1256688000;1003;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
758;0;855;10441;1019;1256688000;1019;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
759;0;856;10437;1027;1256688000;1027;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
760;0;857;10435;1027;1256688000;1027;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
761;0;858;10436;1027;1256688000;1027;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
762;0;859;10438;1027;1256688000;1027;1256688000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
763;0;860;10443;1025;1256947200;1025;1256947200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
764;0;862;10444;1027;1256947200;1027;1256947200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
765;0;865;10452;1025;1257033600;1025;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
766;0;866;10453;1025;1257033600;1025;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
767;0;867;10451;1019;1257033600;1019;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
768;0;868;10457;1003;1257033600;1003;1293716538;?;vente ambulante sur les marchés;;;;;;;;;;0;0;;;;;;;;;;;En cours
769;0;869;10449;1027;1257033600;1027;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
770;0;870;10454;1025;1257033600;1025;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
771;0;871;10448;1019;1257033600;1019;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
772;0;872;10450;1019;1257033600;1019;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
773;0;873;10455;1019;1257033600;1019;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
774;0;874;10456;1019;1257033600;1019;1257033600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
775;0;876;10459;1019;1257120000;1019;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
776;0;877;10458;1019;1257120000;1003;1293709873;?;Services à la personne;;;;;;;;;;0;0;;;;;;;;;;;En cours
777;0;878;10463;1025;1257120000;1025;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
778;0;879;10465;1025;1257120000;1025;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
779;0;880;10462;1025;1257120000;1025;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
780;0;881;10464;1025;1257120000;1025;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
781;0;882;10460;1019;1257120000;1019;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
782;0;883;10461;1019;1257120000;1019;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
783;0;884;10467;1027;1257120000;1027;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
784;0;885;10466;1027;1257120000;1027;1257120000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
785;0;886;10475;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
786;0;887;10473;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
787;0;888;10474;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
788;0;889;12406;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
789;0;890;10477;1003;1257206400;1003;1293716261;?;vente ambulante sur les marchés;;;;;;;;;;0;0;SARL;;;;;;;;;;En cours
790;0;891;10479;1003;1257206400;1003;1293716109;?;Décoration d'intérieure;;;;;;;;;;0;0;;;;;;;;;;;En cours
791;0;892;10476;1003;1257206400;1003;1290611387;SAID TADJIR MOHAMED;Travaux d'installation électrique dans tous locaux;SAID TADJIR MOHAMED;Siège;41 RUE ALBERT DHALENNE;ESC 5 7 ETG PTE 573;;93400;ST OUEN;IDF;FRANCE;1267398000;1267398000;Entreprise individuelle;521 396 408 00010;43.21A;Production et distribution d'électricité, de gaz, de vapeur et d;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Franchise en base;;;Cree
792;0;893;10478;1003;1257206400;1003;1293715487;?;Interprète médical;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
793;0;894;10481;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
794;0;895;10480;1019;1257206400;1019;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
795;0;896;10484;1003;1257206400;1003;1293715756;?;producteur de spectacle;;;;;;;;;;0;0;;;;;;;;;;;En cours
796;0;897;10482;1027;1257206400;1027;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
797;0;899;10485;1027;1257206400;1027;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
798;0;900;10483;1027;1257206400;1027;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
799;0;901;10486;1027;1257206400;1027;1257206400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
800;0;902;10469;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
801;0;903;10468;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
802;0;904;10470;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
803;0;905;12407;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
804;0;906;10472;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
805;0;907;10471;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
806;0;908;10488;1003;1257292800;1003;1293714340;?;boutique de prêt à porter;;;;;;;;;;0;0;;;;;;;;;;;En cours
807;0;909;10491;1003;1257292800;1003;1293714145;?;Société de nettoyage industriel;;;;;;;;;;0;0;SARL;;;;;;;;;;En cours
808;0;910;10489;1003;1257292800;1003;1293714837;?;brasserie artisanale;;;;;;;;;;0;0;Entreprise individuelle;;;;;;;;;;En cours
809;0;911;10487;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
810;0;912;10493;1003;1257292800;1003;1293714660;?;Vente à distance sur catalogue spécialisé;JOSEPH DINA;Siège;20 rue de la Marjolaine;;;95490;VAUREAL;IDF;FRANCE;1280613600;1280613600;Entreprise individuelle;;47.91B;Commerce de détail, réparation;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;Franchise de base;;Cree
811;0;913;12408;1003;1257292800;1003;1293715196;?;Vente à distance sur catalogue général;VU THANH-LAM;Siège;10 square de l'échiquier;;;95800;Cergy;IDF;FRANCE;1291158000;1291158000;Entreprise individuelle;;47.91A;Commerce de détail, réparation;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;;;;Cree
812;0;914;10492;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
813;0;915;10494;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
814;0;916;10496;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
815;0;917;10495;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
816;0;918;10838;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
817;0;919;10500;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
818;0;920;10498;1027;1257292800;1027;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
819;0;921;10497;1019;1257292800;1019;1257292800;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
820;0;922;10501;1019;1257552000;1019;1257552000;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
821;0;923;10508;1028;1257638400;10;1282127092;?;HAMMAM AVEC PRESTATIONS BIEN ETRE;;;;;;;;;;-3600;-3600;;;;;;;;;;;En cours
822;0;924;10507;1028;1257638400;1028;1295970162;MAUREL Corine;SECRETARIAT A DOMICILE;;Siège;Place d'Auberursel;;;93800;EPINAY SUR SEINE;;;0;955576800;Entreprise individuelle;528 839 491 00016;7022Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Franchise en base;Franchise de base;;Cree
823;0;925;10509;1028;1257638400;1028;1257638400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
824;0;926;10510;1028;1257638400;1028;1257638400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
825;0;927;10503;1023;1257638400;1023;1257638400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
826;0;928;10504;1003;1257638400;1003;1293713831;ALLO SRI LANKA;Autres activités de nettoyage des bâtiments et nettoyage industr;ALLO SRI LANKA;Siège;142 rue Ambroise Croizat;;;93200;ST DENIS;IDF;FRANCE;1263164400;1263164400;SARL;50219818700036;81.22Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur les sociétés;Réel simplifié;Réel simplifié;Co-gérant non salarié;Cree
827;0;929;10505;1023;1257638400;1023;1257638400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
828;0;930;10506;1003;1257638400;1003;1293033429;?;sandwicherie;;;;;;;;;;0;0;SARL;;;;Le beneficiaire;;;;;;En cours
829;0;931;10511;1027;1257638400;1027;1257638400;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
830;0;932;10512;1019;1257811200;1019;1257811200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
831;0;933;10513;1019;1257811200;1019;1257811200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
832;0;934;10514;1023;1257811200;1023;1257811200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
833;0;935;10516;1003;1257811200;1003;1257811200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
834;0;936;10517;1027;1257811200;1027;1257811200;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
835;0;937;10519;1023;1257897600;1023;1257897600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
836;0;938;10521;1019;1257897600;1019;1257897600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
837;0;939;10520;1019;1257897600;1019;1257897600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
838;0;940;10522;1003;1257897600;1003;1257897600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
839;0;941;10523;1003;1257897600;1003;1293712215;?;Conseil en systèmes et logiciels informatiques;HUET OLIVIER;Siège;32 rue des rosiers;;;93400;ST OUEN;IDF;FRANCE;1264978800;1264978800;Entreprise individuelle;481 422 988 00024;62.02A;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;;;Cree
840;0;942;10524;1003;1257897600;1003;1257897600;?;;;;;;;;;;;0;0;;;;;;;;;;;En cours
841;0;943;10525;1003;1257897600;1003;1293712570;?;conseil en image;GONCALVES JACINTA;Siège;21 RUE MICHEL STROGOFF;;;95800;COURDIMANCHE;IDF;FRANCE;1277935200;1277935200;Entreprise individuelle;52352498100017;96.09Z;Autres activités de services;Le beneficiaire;Domicile du gérant;Impôt sur le Revenu;Micro-entreprise;Franchise de base;;Cree
